"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.037895712E1,-7.369500399E-1,5.209950447E0,6.885000229E0,8.665443276E0
8.038148451E1,-3.630000055E-1,5.742000103E0,6.738000393E0,8.860190939E0
8.038401474E1,-2.479500175E-1,6.940950394E0,7.011000156E0,9.868758522E0
8.038654481E1,-2.550000250E-1,7.840950489E0,7.821000576E0,1.107761615E1
8.038907774E1,-2.119500041E-1,7.852950573E0,8.842950821E0,1.182842064E1
8.039160513E1,-4.500000179E-2,7.405950546E0,9.571050644E0,1.210186510E1
8.039413528E1,1.200000010E-2,6.892950535E0,9.637950897E0,1.184917755E1
8.039666520E1,-3.100500107E-1,6.259050369E0,9.037050247E0,1.099727783E1
8.039919812E1,-7.960500121E-1,5.506950378E0,8.292000771E0,9.985863752E0
8.040172550E1,-4.440000355E-1,4.996950150E0,8.230050087E0,9.638483867E0
8.040425558E1,5.100000501E-1,5.269950390E0,8.958000183E0,1.040568328E1
8.040678573E1,9.580500722E-1,6.144000053E0,9.528000832E0,1.137758307E1
8.040931841E1,7.210500240E-1,6.810000420E0,9.535050392E0,1.173938690E1
8.041184603E1,5.340000391E-1,7.189950466E0,9.504000664E0,1.192923184E1
8.041437595E1,6.700500250E-1,7.600050449E0,9.679050446E0,1.232451830E1
8.041690611E1,4.879500270E-1,7.540050507E0,9.751049995E0,1.233585963E1
8.041943897E1,-5.205000192E-2,6.999000549E0,9.520950317E0,1.181681907E1
8.042196643E1,-3.700500131E-1,6.853050232E0,9.364950180E0,1.161049208E1
8.042449658E1,-2.170500159E-1,7.116000175E0,9.444000244E0,1.182682163E1
8.042702674E1,-8.100000024E-2,7.168950558E0,9.364950180E0,1.179418098E1
8.042955957E1,-1.930500120E-1,7.068000317E0,8.934000015E0,1.139343026E1
8.043208695E1,-1.669500023E-1,7.156950474E0,8.428950310E0,1.105879811E1
8.043461711E1,1.905000024E-2,7.336050510E0,8.002950668E0,1.085657494E1
8.043714703E1,1.549500078E-1,7.192950249E0,7.741950512E0,1.056883818E1
8.043967996E1,1.600500047E-1,7.168950558E0,7.678950310E0,1.050646210E1
8.044220734E1,1.000500023E-1,7.375050545E0,7.678950310E0,1.064742497E1
8.044473750E1,7.395000011E-2,7.414950371E0,7.960050583E0,1.087884934E1
8.044726757E1,3.600000218E-2,6.892950535E0,8.118000031E0,1.064969425E1
8.044980050E1,-3.079500198E-1,6.252000332E0,7.617000580E0,9.859058738E0
8.045232789E1,-7.030500174E-1,6.064950466E0,6.733950138E0,9.089773812E0
8.045485804E1,-6.840000153E-1,5.887950420E0,6.142050266E0,8.535841941E0
8.045738796E1,-3.610500097E-1,5.389950275E0,5.889000416E0,7.991385798E0
8.045992088E1,4.800000042E-2,4.837050438E0,6.067950249E0,7.760114765E0
8.046244829E1,4.909500182E-1,4.686000347E0,6.396000385E0,7.944082836E0
8.046497844E1,7.560000420E-1,5.055000305E0,6.568050385E0,8.322490613E0
8.046750859E1,8.430000544E-1,5.566950321E0,6.667050362E0,8.726462370E0
8.047004144E1,9.120000601E-1,5.779950142E0,6.874950409E0,9.027984874E0
8.047256883E1,4.399500191E-1,5.881050110E0,7.153050423E0,9.270730110E0
8.047509898E1,-4.110000134E-1,5.854050159E0,7.620000362E0,9.617859939E0
8.047762914E1,-1.018950105E0,5.857050419E0,8.541000366E0,1.040634355E1
8.048016183E1,-1.170000076E0,6.048000336E0,9.619050026E0,1.142249236E1
8.048268920E1,-9.880500436E-1,6.181950092E0,1.056705093E1,1.228231718E1
8.048521935E1,-6.859500408E-1,6.031050205E0,1.117005062E1,1.271275442E1
8.048774951E1,-4.969500303E-1,5.931000233E0,1.137600040E1,1.283889046E1
8.049028235E1,-3.750000298E-1,6.184950352E0,1.106295013E1,1.268002766E1
8.049280973E1,-1.600500047E-1,6.577050209E0,1.047600079E1,1.237052133E1
8.049533988E1,-6.405000389E-2,6.924000263E0,9.448950768E0,1.171445913E1
8.049786981E1,-1.399500072E-1,7.012950420E0,8.404950142E0,1.094733970E1
8.050040273E1,-1.549500078E-1,6.874050140E0,7.711050510E0,1.033135397E1
8.050293012E1,-2.700000107E-1,6.568050385E0,7.411050320E0,9.906354158E0
8.050546027E1,-3.940500319E-1,6.201000214E0,7.339050293E0,9.616097872E0
8.050799042E1,-3.220500052E-1,5.976000309E0,7.440000534E0,9.548293243E0
8.051052327E1,-2.239500135E-1,5.694000244E0,7.371000290E0,9.316836248E0
8.051305064E1,1.000500023E-1,5.386950493E0,7.236000538E0,9.021582422E0
8.051558079E1,6.370500326E-1,5.314950466E0,7.135950565E0,8.920556130E0
8.051811095E1,6.870000362E-1,5.373000145E0,6.727050304E0,8.636799489E0
8.052064364E1,1.030500084E-1,5.622000217E0,5.884050369E0,8.138768611E0
8.052317100E1,-4.519500136E-1,6.012000084E0,5.199000359E0,7.961030621E0
8.052570115E1,-8.320500255E-1,6.208950520E0,5.236950397E0,8.165110120E0
8.052823131E1,-1.207950115E0,6.277950287E0,6.175950527E0,8.888991405E0
8.053076415E1,-1.644000053E0,6.513000488E0,7.846950531E0,1.032940193E1
8.053329154E1,-1.812000036E0,6.811950207E0,1.020105076E1,1.239949379E1
8.053582169E1,-1.468950033E0,6.570000172E0,1.257600021E1,1.426458895E1
8.053835184E1,-1.195950031E0,6.052950382E0,1.354800034E1,1.488680012E1
8.054088453E1,-1.630050063E0,5.806050301E0,1.263105106E1,1.399681158E1
8.054341218E1,-2.188050032E0,5.848950386E0,1.036800003E1,1.210343787E1
8.054594210E1,-2.182950020E0,5.490000248E0,8.352000237E0,1.023040964E1
8.054847225E1,-1.783050060E0,4.984950066E0,7.351050377E0,9.059080324E0
8.055100510E1,-1.420950055E0,5.221950054E0,7.354050159E0,9.130712742E0
8.055353248E1,-1.350000024E0,6.196950436E0,8.074950218E0,1.026788760E1
8.055606264E1,-1.275000095E0,6.771000385E0,9.418050766E0,1.166926526E1
8.055859279E1,-8.179500103E-1,6.643950462E0,1.097895050E1,1.285878976E1
8.056112548E1,-4.609500170E-1,6.537000179E0,1.198695087E1,1.366132635E1
8.056365287E1,-7.699500322E-1,6.405000210E0,1.189800072E1,1.353437371E1
8.056618302E1,-1.420950055E0,5.940000057E0,1.091205025E1,1.250502061E1
8.056871318E1,-1.924050093E0,5.674950123E0,9.571050644E0,1.129212283E1
8.057124602E1,-2.278050184E0,6.096000195E0,8.256000519E0,1.051248189E1
8.057377342E1,-2.707050085E0,6.733050346E0,6.999000549E0,1.008206803E1
8.057630358E1,-2.973000050E0,6.819000244E0,6.193050385E0,9.679430081E0
8.057883373E1,-2.809950113E0,6.774000168E0,6.133050442E0,9.560188577E0
8.058136642E1,-2.347950220E0,7.117950439E0,6.727050304E0,1.007131047E1
8.058389404E1,-1.816050053E0,7.420050144E0,7.818000317E0,1.093052199E1
8.058642396E1,-1.447950125E0,7.401000500E0,9.001049995E0,1.174266873E1
8.058895412E1,-1.311000109E0,7.236000538E0,9.718950272E0,1.218755182E1
8.059148696E1,-1.495950103E0,7.219050407E0,9.556950569E0,1.207012260E1
8.059401443E1,-1.915050149E0,7.204950333E0,8.493000031E0,1.130087501E1
8.059654450E1,-2.331000090E0,6.790050507E0,7.147950172E0,1.013072253E1
8.059907465E1,-2.650050163E0,6.304050446E0,6.219000340E0,9.243364274E0
8.060160735E1,-2.617950201E0,6.249000072E0,6.099000454E0,9.116000861E0
8.060413473E1,-2.092050076E0,6.177000523E0,6.916050434E0,9.505985619E0
8.060666488E1,-1.419000030E0,5.835000515E0,8.364000320E0,1.029646995E1
8.060919504E1,-6.979500055E-1,5.703000069E0,9.832050323E0,1.138773716E1
8.061172796E1,-3.100500107E-1,6.028950214E0,1.083000088E1,1.239892297E1
8.061425527E1,-3.970500231E-1,6.367050171E0,1.099605083E1,1.271259653E1
8.061678551E1,-6.169500351E-1,6.358950138E0,1.056195068E1,1.234389227E1
8.061931558E1,-8.110500574E-1,6.402000427E0,9.894000053E0,1.181247852E1
8.062184850E1,-1.129050016E0,6.634950161E0,9.103950500E0,1.132162675E1
8.062437589E1,-1.551000118E0,6.666000366E0,8.400000572E0,1.083518213E1
8.062690604E1,-1.713000059E0,6.321000099E0,8.200950623E0,1.049499893E1
8.062943597E1,-1.632000089E0,6.168000221E0,8.436000824E0,1.057703933E1
8.063196881E1,-1.479000092E0,6.343050480E0,8.668050766E0,1.084236297E1
8.063449628E1,-1.302000046E0,6.460050106E0,8.709000587E0,1.092127020E1
8.063702635E1,-1.062000036E0,6.405000210E0,8.521950722E0,1.071333356E1
8.063955650E1,-8.490000367E-1,6.544050217E0,8.113050461E0,1.045786699E1
8.064208920E1,-8.629500270E-1,6.679950237E0,7.450050354E0,1.004338928E1
8.064461682E1,-9.330000281E-1,6.774000168E0,6.825000286E0,9.661169506E0
8.064714676E1,-8.659500480E-1,6.721050262E0,6.427050114E0,9.339665908E0
8.064967714E1,-7.720500231E-1,6.613050461E0,6.280950069E0,9.153077702E0
8.065220976E1,-1.030950069E0,6.502950191E0,6.292950153E0,9.107823059E0
8.065473722E1,-1.351950049E0,6.352050304E0,6.573000431E0,9.240164862E0
8.065726738E1,-1.339950085E0,6.106050491E0,7.105050564E0,9.463670659E0
8.065979746E1,-1.315950036E0,5.803950310E0,7.612050533E0,9.662343247E0
8.066233038E1,-1.303950071E0,5.641050339E0,7.858950138E0,9.761394982E0
8.066485777E1,-1.206000090E0,5.641050339E0,7.990950584E0,9.855515024E0
8.066738792E1,-1.065000057E0,5.812950134E0,7.978950500E0,9.929162375E0
8.066991784E1,-9.739500284E-1,5.964000225E0,7.918950558E0,9.961307910E0
8.067245077E1,-8.989500403E-1,6.076950073E0,7.902000427E0,1.000894820E1
8.067497815E1,-8.950500488E-1,5.995050430E0,7.725000381E0,9.819234957E0
8.067750824E1,-9.229500294E-1,5.770050049E0,7.555050373E0,9.551130847E0
8.068003839E1,-9.139500260E-1,5.458950043E0,7.573950291E0,9.380840220E0
8.068257132E1,-1.207950115E0,5.196000099E0,7.681950569E0,9.352535756E0
8.068509870E1,-1.440000057E0,5.239050388E0,8.050950050E0,9.712828931E0
8.068762865E1,-1.420950055E0,5.581050396E0,8.698950768E0,1.043259158E1
8.069015903E1,-1.309050083E0,5.691000462E0,9.183000565E0,1.088249042E1
8.069269165E1,-1.243950009E0,5.572050095E0,9.082050323E0,1.072747836E1
8.069521911E1,-1.251000047E0,5.482950211E0,8.500950813E0,1.019283615E1
8.069774927E1,-1.318050027E0,5.512050152E0,7.657950401E0,9.527022468E0
8.070027942E1,-1.552950025E0,5.658000469E0,6.901050091E0,9.058096679E0
8.070281227E1,-1.690050125E0,5.689050198E0,6.466050148E0,8.776751454E0
8.070533966E1,-1.486050129E0,5.548050404E0,6.493950367E0,8.669521304E0
8.070786980E1,-1.210950017E0,5.481000423E0,6.724050522E0,8.759030826E0
8.071039972E1,-1.255950093E0,5.538000107E0,6.838950157E0,8.889212286E0
8.071293264E1,-1.582050085E0,5.481000423E0,6.754950523E0,8.841583834E0
8.071546003E1,-1.749000072E0,5.251050472E0,6.664050102E0,8.662684115E0
8.071799017E1,-1.503000021E0,5.074050426E0,6.810000420E0,8.624447954E0
8.072052024E1,-1.189050078E0,4.956000328E0,6.994950294E0,8.654773767E0
8.072305317E1,-1.381050110E0,5.077950478E0,6.741000175E0,8.551839792E0
8.072558055E1,-1.735050082E0,5.421000481E0,6.199950218E0,8.416473591E0
8.072811071E1,-1.681950092E0,5.763000488E0,5.809950352E0,8.354439169E0
8.073064086E1,-1.492950082E0,5.980950356E0,5.685000420E0,8.385695968E0
8.073317356E1,-1.680000067E0,5.916000366E0,5.674950123E0,8.368184956E0
8.073570094E1,-1.894950032E0,5.569050312E0,5.838000298E0,8.287786464E0
8.073823108E1,-1.936050057E0,5.347050190E0,6.310050488E0,8.494467182E0
8.074076124E1,-1.848000050E0,5.110050201E0,6.880050182E0,8.767143649E0
8.074329408E1,-1.867050052E0,4.794000149E0,7.248000145E0,8.888296767E0
8.074582147E1,-2.068050146E0,4.782000065E0,7.429950237E0,9.074608342E0
8.074835160E1,-2.190000057E0,4.971000195E0,7.414050579E0,9.191033085E0
8.075088176E1,-2.077050209E0,5.184000015E0,7.528950214E0,9.374064490E0
8.075341445E1,-1.824000120E0,5.289000034E0,7.801950455E0,9.600569186E0
8.075594183E1,-1.728000045E0,5.281950474E0,7.950000286E0,9.699870593E0
8.075847199E1,-1.720950127E0,5.181000233E0,7.906950474E0,9.608553405E0
8.076100214E1,-1.608000040E0,4.939950466E0,7.761000156E0,9.339266468E0
8.076353499E1,-1.615050077E0,4.588050365E0,7.501950264E0,8.940796982E0
8.076606237E1,-1.756950140E0,4.245000362E0,7.210050106E0,8.549369825E0
8.076859252E1,-1.725000024E0,4.456050396E0,6.955950260E0,8.439031593E0
8.077112268E1,-1.426050067E0,5.386950493E0,6.880050182E0,8.853696681E0
8.077365537E1,-1.110000014E0,6.343050480E0,7.035000324E0,9.537170387E0
8.077618276E1,-1.111950040E0,6.715950489E0,7.222050190E0,9.924637666E0
8.077871291E1,-1.171950102E0,6.532050133E0,7.548000336E0,1.005054501E1
8.078124307E1,-9.400500655E-1,6.070050240E0,7.972050190E0,1.006393503E1
8.078377591E1,-7.510500550E-1,5.320050240E0,8.155950546E0,9.766603302E0
8.078630330E1,-9.810000658E-1,4.477050304E0,7.672050476E0,8.936817054E0
8.078883346E1,-1.357050061E0,4.054049969E0,6.786000252E0,8.020393097E0
8.079136361E1,-1.576950073E0,4.288050175E0,5.965050220E0,7.513718784E0
8.079389630E1,-1.753950119E0,4.875000000E0,5.512950420E0,7.565354477E0
8.079642369E1,-1.692000031E0,5.569050312E0,5.611050129E0,8.084619288E0
8.079895384E1,-1.411950111E0,6.046050072E0,6.157050133E0,8.744003141E0
8.080148399E1,-1.129050016E0,6.304050446E0,6.913050175E0,9.423697187E0
8.080401684E1,-6.910500526E-1,6.364050388E0,7.756050587E0,1.005659029E1
8.080654430E1,-4.470000267E-1,6.124950409E0,8.407050133E0,1.041121119E1
8.080907437E1,-6.430500150E-1,5.646000385E0,8.458050728E0,1.018967398E1
8.081160452E1,-1.114950061E0,5.325000286E0,8.071949959E0,9.734224048E0
8.081413722E1,-1.474050045E0,5.490000248E0,7.591050148E0,9.483510353E0
8.081666483E1,-1.564950109E0,5.872950077E0,7.159950256E0,9.391778273E0
8.081919476E1,-1.764000058E0,6.130050182E0,6.882000446E0,9.383556979E0
8.082172491E1,-1.747050047E0,6.295050144E0,6.814950466E0,9.440518526E0
8.082425776E1,-1.459950089E0,6.355050087E0,7.075950146E0,9.622223565E0
8.082678514E1,-1.158000112E0,6.082050323E0,7.474050522E0,9.705345517E0
8.082931529E1,-7.249500155E-1,5.710950375E0,7.987950325E0,9.846210291E0
8.083184545E1,-3.030000031E-1,5.380050182E0,8.340000153E0,9.929368133E0
8.083437837E1,-1.519500017E-1,5.227050304E0,8.290050507E0,9.801534629E0
8.083690553E1,-1.909500062E-1,5.104950428E0,7.915950298E0,9.421212762E0
8.083943568E1,-2.359500080E-1,5.019000053E0,7.438050270E0,8.976114179E0
8.084196582E1,-2.980500162E-1,5.140950203E0,6.999000549E0,8.689315939E0
8.084449866E1,-4.660500288E-1,5.517000198E0,6.697950363E0,8.690053676E0
8.084702613E1,-8.010000587E-1,5.893050194E0,6.631050110E0,8.907326605E0
8.084955620E1,-1.089000106E0,6.115050316E0,6.897000313E0,9.281614887E0
8.085208634E1,-1.191000104E0,6.213000298E0,7.435050488E0,9.762163167E0
8.085461903E1,-1.191000104E0,6.229950428E0,7.948050499E0,1.016869069E1
8.085714665E1,-1.195950031E0,6.216000080E0,8.176950455E0,1.034076749E1
8.085967657E1,-1.129050016E0,6.016950130E0,8.082000732E0,1.013889435E1
8.086220674E1,-1.041000009E0,5.803950310E0,7.780050278E0,9.762105436E0
8.086473958E1,-8.250000477E-1,5.935950279E0,7.300950527E0,9.445634409E0
8.086726704E1,-6.360000372E-1,6.121950150E0,6.750000477E0,9.134838593E0
8.086979712E1,-6.430500150E-1,6.225000381E0,6.214050293E0,8.819215618E0
8.087232727E1,-8.179500103E-1,6.109950066E0,5.802000046E0,8.465443671E0
8.087486020E1,-9.499500394E-1,5.827950478E0,5.821050167E0,8.291684804E0
8.087738758E1,-8.779500127E-1,5.659950256E0,6.420000076E0,8.603617501E0
8.087991751E1,-6.600000262E-1,5.617050171E0,7.323000431E0,9.252739485E0
8.088244767E1,-5.070000291E-1,5.473950386E0,8.134050369E0,9.817533156E0
8.088498059E1,-4.900500178E-1,5.530950069E0,8.560950279E0,1.020399076E1
8.088750798E1,-3.649500310E-1,5.671950340E0,8.553000450E0,1.026927582E1
8.089003813E1,-9.495000541E-2,5.683950424E0,8.197050095E0,9.975366569E0
8.089256822E1,3.299999982E-2,5.833050251E0,7.552950382E0,9.543197772E0
8.089510114E1,5.700000376E-2,5.928000450E0,6.886950493E0,9.087052626E0
8.089762853E1,1.695000008E-2,6.019050121E0,6.541950226E0,8.889677408E0
8.090015868E1,-1.800000109E-2,5.908950329E0,6.544950485E0,8.817731842E0
8.090268861E1,-1.830000132E-1,5.449950218E0,6.805950165E0,8.721032280E0
8.090522153E1,-4.210500121E-1,5.020950317E0,7.186050415E0,8.776476843E0
8.090774892E1,-5.760000348E-1,5.028000355E0,7.774950504E0,9.276983289E0
8.091027899E1,-5.929500461E-1,5.425950050E0,8.485950470E0,1.008979083E1
8.091280914E1,-4.039500058E-1,5.895000458E0,9.243000031E0,1.097028968E1
8.091534184E1,-1.380000114E-1,6.148950100E0,9.673950195E0,1.146359209E1
8.091786945E1,-1.189500093E-1,6.445950508E0,9.364950180E0,1.136955227E1
8.092039938E1,-2.959500253E-1,6.673050404E0,8.266050339E0,1.062754799E1
8.092292977E1,-4.660500288E-1,6.571950436E0,6.982950211E0,9.600485863E0
8.092546239E1,-6.550500393E-1,6.193950176E0,5.971950054E0,8.628922111E0
8.092798985E1,-7.369500399E-1,5.737050056E0,5.650950432E0,8.086413265E0
8.093052000E1,-6.379500031E-1,5.422950268E0,6.094050407E0,8.182470298E0
8.093305015E1,-4.680000246E-1,5.481000423E0,6.952050209E0,8.865178609E0
8.093558300E1,-6.405000389E-2,5.718000412E0,7.945050240E0,9.788945522E0
8.093811039E1,4.120500088E-1,5.806050301E0,8.701950073E0,1.046919005E1
8.094064054E1,5.839500427E-1,5.919000149E0,8.740050316E0,1.057185130E1
8.094317045E1,3.400500119E-1,6.172950268E0,8.050950050E0,1.015080025E1
8.094570337E1,-3.495000303E-2,6.289950371E0,7.021050453E0,9.426550092E0
8.094823076E1,-3.529500067E-1,6.264000416E0,6.286050320E0,8.881255741E0
8.095076091E1,-6.220500469E-1,6.106050491E0,6.013050079E0,8.592297139E0
8.095329098E1,-7.939500213E-1,5.863950253E0,6.268950462E0,8.620673355E0
8.095582390E1,-8.160000443E-1,5.766000271E0,6.942000389E0,9.061124908E0
8.095835129E1,-7.489500642E-1,5.755950451E0,7.675050259E0,9.622800438E0
8.096088144E1,-6.790500283E-1,5.725050449E0,8.272950172E0,1.008360135E1
8.096341160E1,-5.760000348E-1,5.581050396E0,8.527050018E0,1.020737388E1
8.096594429E1,-3.559500277E-1,5.707950115E0,8.412000656E0,1.017197867E1
8.096847168E1,-2.149500102E-1,6.036000252E0,7.833000183E0,9.891177605E0
8.097100183E1,-2.740500271E-1,6.217950344E0,6.958950520E0,9.336219911E0
8.097353198E1,-4.950000346E-1,6.048000336E0,6.175950527E0,8.658273385E0
8.097606482E1,-6.340500116E-1,5.836950302E0,5.785950184E0,8.243132158E0
8.097859221E1,-6.580500603E-1,5.887950420E0,6.031950474E0,8.454904881E0
8.098112236E1,-6.289500594E-1,5.998050213E0,6.858000278E0,9.132598335E0
8.098365251E1,-6.430500150E-1,5.890050411E0,7.882950306E0,9.861395068E0
8.098618520E1,-5.689499974E-1,5.854050159E0,8.806950569E0,1.059037231E1
8.098871259E1,-4.489500225E-1,5.995050430E0,9.304950714E0,1.107809973E1
8.099124274E1,-3.750000298E-1,6.204000473E0,9.163949966E0,1.107285988E1
8.099377288E1,-5.209500194E-1,6.358950138E0,8.392950058E0,1.054273430E1
8.099630572E1,-7.630500197E-1,6.417000294E0,7.426050186E0,9.844102776E0
8.099883311E1,-8.560500145E-1,6.370950222E0,6.673950195E0,9.266252725E0
8.100136326E1,-9.810000658E-1,6.502950191E0,6.463050365E0,9.220723526E0
8.100389344E1,-9.900000691E-1,6.670950413E0,6.738000393E0,9.533222374E0
8.100642613E1,-8.470500112E-1,6.556050301E0,7.420950413E0,9.938299366E0
8.100895352E1,-7.750500441E-1,6.349950314E0,8.161050797E0,1.036944172E1
8.101148367E1,-8.130000234E-1,6.273000240E0,8.677950859E0,1.073863735E1
8.101401382E1,-5.310000181E-1,6.379050255E0,9.030000687E0,1.106865645E1
8.101654667E1,-1.260000020E-1,6.538950443E0,9.175950050E0,1.126817679E1
8.101907405E1,5.700000376E-2,6.769050121E0,8.860050201E0,1.115005731E1
8.102160421E1,-1.395000052E-2,6.900000095E0,7.999950409E0,1.056453513E1
8.102413436E1,-1.380000114E-1,6.819000244E0,6.966000557E0,9.748998517E0
8.102666706E1,-3.700500131E-1,6.637050152E0,5.977050304E0,8.939379289E0
8.102919444E1,-7.170000076E-1,6.252000332E0,5.472000122E0,8.339327461E0
8.103172460E1,-8.730000257E-1,5.773050308E0,5.853000164E0,8.267275841E0
8.103425475E1,-6.790500283E-1,5.698950291E0,6.916050434E0,8.987263041E0
8.103678760E1,-3.100500107E-1,5.935950279E0,8.340000153E0,1.024144713E1
8.103931497E1,-4.200000316E-2,6.160950184E0,9.406050682E0,1.124423677E1
8.104184512E1,-9.000000544E-3,6.165000439E0,9.633000374E0,1.143687053E1
8.104437527E1,-6.599999964E-2,6.196950436E0,8.986950874E0,1.091658540E1
8.104690797E1,-2.580000162E-1,6.276000500E0,7.818000317E0,1.002875243E1
8.104943536E1,-5.380499959E-1,6.187050343E0,6.849000454E0,9.245425732E0
8.105196551E1,-7.939500213E-1,6.004950523E0,6.409950256E0,8.819141098E0
8.105449566E1,-8.590500355E-1,5.904000282E0,6.525000095E0,8.841425934E0
8.105702851E1,-5.710500479E-1,5.893050194E0,7.243950367E0,9.355691084E0
8.105955587E1,-4.039500058E-1,6.097950459E0,8.113050461E0,1.015725175E1
8.106208602E1,-2.410500050E-1,6.331050396E0,8.758950233E0,1.081015788E1
8.106461617E1,-1.950000064E-3,6.334950447E0,9.166050911E0,1.114217619E1
8.106714887E1,2.269500047E-1,6.376050472E0,9.310050011E0,1.128638813E1
8.106967626E1,2.250000089E-1,6.661050320E0,8.797950745E0,1.103739796E1
8.107220641E1,4.950000439E-3,6.832950115E0,7.822950363E0,1.038690446E1
8.107473656E1,-3.300000131E-1,6.655950546E0,6.762000084E0,9.493957174E0
8.107726941E1,-5.760000348E-1,6.334950447E0,6.055950165E0,8.782818773E0
8.107979688E1,-6.100500226E-1,6.321000099E0,5.979000092E0,8.722135368E0
8.108232695E1,-5.209500194E-1,6.565050125E0,6.648000240E0,9.357733661E0
8.108485711E1,-4.110000134E-1,6.859950542E0,7.660050392E0,1.029097733E1
8.108738980E1,-2.100000083E-1,7.066050529E0,8.764050484E0,1.125974027E1
8.108991742E1,3.795000166E-2,7.171050549E0,9.523050308E0,1.192115319E1
8.109244734E1,6.000000238E-2,7.012950420E0,9.376950264E0,1.170949486E1
8.109497749E1,-2.650500238E-1,6.594000340E0,8.282999992E0,1.059052316E1
8.109751034E1,-6.700500250E-1,6.153000355E0,7.126050472E0,9.438695659E0
8.110003771E1,-8.869500160E-1,5.866050243E0,6.430050373E0,8.748872704E0
8.110256787E1,-7.219500542E-1,5.715000153E0,6.436950207E0,8.638099709E0
8.110509802E1,-5.689499974E-1,5.859000206E0,6.916050434E0,9.082033975E0
8.110763094E1,-4.090500176E-1,6.237000465E0,7.584000587E0,9.827744483E0
8.111015811E1,-3.150000274E-1,6.469950199E0,8.194050789E0,1.044518784E1
8.111268849E1,-3.270000219E-1,6.300000191E0,8.640000343E0,1.069796884E1
8.111521841E1,-3.730500042E-1,6.228000164E0,8.806950569E0,1.079303158E1
8.111775126E1,-3.769500256E-1,6.484050274E0,8.845050812E0,1.097360119E1
8.112027872E1,-3.919500113E-1,6.721050262E0,8.769000053E0,1.105538346E1
8.112280880E1,-4.950000346E-1,6.534000397E0,8.496000290E0,1.072940852E1
8.112533895E1,-5.910000205E-1,6.192000389E0,8.101050377E0,1.021357758E1
8.112787188E1,-6.720000505E-1,6.259050369E0,7.660050392E0,9.914820604E0
8.113039928E1,-8.730000257E-1,6.550950527E0,7.225050449E0,9.791753461E0
8.113292920E1,-9.690000415E-1,6.424050331E0,7.098000526E0,9.622317559E0
8.113545936E1,-8.850000501E-1,5.971950054E0,7.395000458E0,9.546383834E0
8.113799220E1,-6.930000186E-1,5.848950386E0,7.897050381E0,9.851592478E0
8.114051968E1,-4.849500358E-1,6.061950207E0,8.410050392E0,1.037840857E1
8.114304975E1,-4.609500170E-1,6.156000137E0,8.692049980E0,1.066116999E1
8.114557991E1,-5.550000072E-1,6.028950214E0,8.551050186E0,1.047743886E1
8.114811283E1,-6.960000396E-1,5.950050354E0,8.176950455E0,1.013656914E1
8.115064024E1,-8.869500160E-1,6.100950241E0,7.687050343E0,9.853883353E0
8.115317039E1,-1.054949999E0,6.307050228E0,7.315950394E0,9.716734649E0
8.115570031E1,-1.198950052E0,6.448050499E0,7.240950108E0,9.769656848E0
8.115823316E1,-1.081050038E0,6.490950108E0,7.567050457E0,1.002802848E1
8.116076063E1,-9.450000525E-1,6.462000370E0,7.818000317E0,1.018683478E1
8.116329078E1,-9.640500546E-1,6.370950222E0,7.825050354E0,1.013655821E1
8.116582086E1,-1.065000057E0,6.175050259E0,7.615050316E0,9.861767698E0
8.116835378E1,-1.057050109E0,5.932950497E0,7.486050129E0,9.610317532E0
8.117088117E1,-1.065000057E0,5.983050346E0,7.480950356E0,9.638243346E0
8.117341132E1,-1.105050087E0,6.337950230E0,7.545000553E0,9.915532369E0
8.117594124E1,-1.290000081E0,6.606000423E0,7.513950348E0,1.008775454E1
8.117847416E1,-1.588950038E0,6.690000534E0,7.354050159E0,1.006791553E1
8.118100153E1,-1.756950140E0,6.663000107E0,7.306050301E0,1.004294853E1
8.118353161E1,-1.693950057E0,6.745050430E0,7.581000328E0,1.028769839E1
8.118606176E1,-1.599000096E0,6.903000355E0,8.059950829E0,1.073177630E1
8.118859446E1,-1.560000062E0,7.126050472E0,8.580000877E0,1.126190972E1
8.119112207E1,-1.419000030E0,7.197000504E0,8.922000885E0,1.155043190E1
8.119365223E1,-1.243950009E0,6.928950310E0,8.889000893E0,1.133896384E1
8.119618238E1,-1.150950074E0,6.619950294E0,8.364000320E0,1.072869653E1
8.119871499E1,-1.299000025E0,6.477000237E0,7.507050514E0,9.999737024E0
8.120124246E1,-1.476000071E0,6.316050529E0,6.808050156E0,9.403223778E0
8.120377262E1,-1.588950038E0,6.108000278E0,6.556950092E0,9.100880405E0
8.120630270E1,-1.483950019E0,6.144000053E0,6.754950523E0,9.250956755E0
8.120883562E1,-1.129050016E0,6.382950306E0,7.336950302E0,9.790181218E0
8.121136301E1,-8.010000587E-1,6.361950397E0,7.857000351E0,1.014142339E1
8.121389317E1,-7.890000343E-1,6.076950073E0,8.031000137E0,1.010192093E1
8.121642309E1,-9.400500655E-1,5.980950356E0,7.882950306E0,9.939636151E0
8.121895601E1,-1.165050030E0,6.139050484E0,7.596000195E0,9.835878271E0
8.122148340E1,-1.417050123E0,6.436050415E0,7.320000172E0,9.849526817E0
8.122401358E1,-1.801950097E0,6.798000336E0,7.042950153E0,9.953038711E0
