"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.851085765E0,-7.650000453E-1,6.430950165E0,6.589950085E0,9.239577220E0
6.853618611E0,-7.840500474E-1,6.568050385E0,6.784050465E0,9.475091611E0
6.856146074E0,-5.209500194E-1,7.105950356E0,7.186050415E0,1.011954742E1
6.858676149E0,-3.630000055E-1,7.566000462E0,7.665000439E0,1.077628710E1
6.861206303E0,-4.519500136E-1,7.369950294E0,7.936050415E0,1.083980269E1
6.863739009E0,-7.129500508E-1,6.928950310E0,7.942950249E0,1.056452123E1
6.866266395E0,-1.021050096E0,6.702000141E0,7.609950542E0,1.019169743E1
6.868796547E0,-1.230000019E0,6.489000320E0,7.014000416E0,9.634117865E0
6.871326701E0,-1.201050043E0,6.261000156E0,6.588000298E0,9.167572857E0
6.873859529E0,-1.086000085E0,6.163050175E0,6.400950432E0,8.951801499E0
6.876386916E0,-9.499500394E-1,6.241950512E0,6.520950317E0,9.076736435E0
6.878917068E0,-6.840000153E-1,6.466950417E0,6.999000549E0,9.553811407E0
6.881447221E0,-4.060500264E-1,6.771000385E0,7.489950180E0,1.010498276E1
6.883980144E0,-4.590000212E-1,6.996000290E0,7.746000290E0,1.044773763E1
6.886507531E0,-3.769500256E-1,7.075050354E0,7.999950409E0,1.068632937E1
6.889037683E0,-3.439500034E-1,6.970050335E0,8.115000725E0,1.070295006E1
6.891567606E0,-7.680000067E-1,6.687000275E0,7.696050167E0,1.022423517E1
6.894100466E0,-1.182000041E0,6.546000481E0,7.069050312E0,9.706632717E0
6.896627930E0,-1.251000047E0,6.594000340E0,6.729000092E0,9.503961481E0
6.899158082E0,-1.141050100E0,6.709050179E0,6.667050362E0,9.526957025E0
6.901688159E0,-9.660000205E-1,6.726000309E0,6.882000446E0,9.671306341E0
6.904221082E0,-9.450000525E-1,6.726000309E0,7.122000217E0,9.841493401E0
6.906748474E0,-7.939500213E-1,6.649050236E0,7.303950310E0,9.908981572E0
6.909278626E0,-5.119500160E-1,6.655950546E0,7.528950214E0,1.006224934E1
6.911808549E0,-4.060500264E-1,6.877050400E0,7.725000381E0,1.035057147E1
6.914341472E0,-4.330500066E-1,7.093950272E0,7.933050156E0,1.065105382E1
6.916868873E0,-5.710500479E-1,7.128000259E0,8.014950752E0,1.074122532E1
6.919399025E0,-7.369500399E-1,7.141950130E0,7.666950226E0,1.050393606E1
6.921929102E0,-9.469500184E-1,7.188000202E0,6.949050426E0,1.004257751E1
6.924462025E0,-1.060050011E0,7.096950531E0,6.352950096E0,9.583860798E0
6.926989421E0,-1.045050025E0,6.883950233E0,6.159000397E0,9.295923099E0
6.929519573E0,-1.074000001E0,6.723000526E0,6.351000309E0,9.310607768E0
6.932049727E0,-7.990500331E-1,6.646950245E0,6.918000221E0,9.627001380E0
6.934582342E0,-4.060500264E-1,6.751950264E0,7.555050373E0,1.014063583E1
6.937109806E0,-3.649500310E-1,6.907950401E0,7.723050594E0,1.036814727E1
6.939639958E0,-4.830000103E-1,7.042050362E0,7.603050232E0,1.037449445E1
6.942170112E0,-5.070000291E-1,7.177950382E0,7.504950523E0,1.039732192E1
6.944702958E0,-5.070000291E-1,7.318950176E0,7.363050461E0,1.039416148E1
6.947230348E0,-7.219500542E-1,7.260000229E0,6.958950520E0,1.008245047E1
6.949760500E0,-1.033050060E0,7.080000401E0,6.403050423E0,9.601700517E0
6.952290654E0,-1.060050011E0,6.820950508E0,6.067950249E0,9.190706832E0
6.954823346E0,-7.129500508E-1,6.304050446E0,6.231000423E0,8.892396531E0
6.957350714E0,-4.279500246E-1,5.815950394E0,6.706950188E0,8.887721926E0
6.959880866E0,-1.950000077E-1,5.811000347E0,7.189050198E0,9.245982521E0
6.962411020E0,9.000000544E-3,6.496050358E0,7.548000336E0,9.958466765E0
6.964943866E0,1.395000052E-2,7.140000343E0,7.689000130E0,1.049287961E1
6.967471258E0,-4.500000179E-2,7.060950279E0,7.678950310E0,1.043193758E1
6.970001409E0,-2.599500120E-1,6.963000298E0,7.327050209E0,1.011121219E1
6.972531563E0,-5.710500479E-1,7.354950428E0,6.862950325E0,1.007578687E1
6.975064256E0,-8.350500464E-1,7.308000565E0,6.508950233E0,9.821945529E0
6.977591868E0,-1.074000001E0,6.571950436E0,6.420000076E0,9.249887000E0
6.980121789E0,-8.539500237E-1,6.048000336E0,6.715050220E0,9.077413628E0
6.982651943E0,-4.249500334E-1,5.986050129E0,7.168950558E0,9.349183428E0
6.985184789E0,-2.310000062E-1,6.204000473E0,7.378050327E0,9.642541652E0
6.987712176E0,-2.839500010E-1,6.550950527E0,7.308000565E0,9.818475068E0
6.990242314E0,-3.630000055E-1,7.051050186E0,7.146000385E0,1.004561592E1
6.992772467E0,-2.959500253E-1,7.372050285E0,7.074000359E0,1.022135964E1
6.995305160E0,-3.199500144E-1,7.461000443E0,6.937050343E0,1.019272108E1
6.997832546E0,-5.790000558E-1,7.348050117E0,6.661950111E0,9.935323894E0
7.000362712E0,-1.024049997E0,7.032000542E0,6.291000366E0,9.490753164E0
7.002892866E0,-1.195950031E0,6.562950134E0,6.274050236E0,9.157855497E0
7.005425789E0,-9.709500670E-1,6.358950138E0,6.670950413E0,9.267177041E0
7.007953176E0,-7.650000453E-1,6.481050491E0,7.122000217E0,9.659820269E0
7.010483333E0,-6.220500469E-1,6.694950104E0,7.222050190E0,9.867487629E0
7.013013410E0,-4.660500288E-1,7.047000408E0,7.180950165E0,1.007191455E1
7.015546333E0,-4.489500225E-1,7.408050537E0,6.850950241E0,1.010031129E1
7.018073719E0,-6.310500503E-1,7.291050434E0,6.420000076E0,9.735196022E0
7.020603890E0,-6.720000505E-1,7.092000484E0,6.292950153E0,9.505223647E0
7.023133813E0,-5.279999971E-1,7.063050270E0,6.340950489E0,9.506477593E0
7.025666736E0,-5.860500336E-1,7.140000343E0,6.408000469E0,9.611739154E0
7.028194123E0,-8.230500221E-1,7.108950138E0,6.487050533E0,9.659006576E0
7.030724270E0,-1.065000057E0,6.867000103E0,6.649950504E0,9.618303242E0
7.033254347E0,-9.709500670E-1,6.640050411E0,6.937050343E0,9.651719067E0
7.035787270E0,-6.169500351E-1,6.619950294E0,7.192950249E0,9.795044795E0
7.038314656E0,-5.160000324E-1,6.730950356E0,7.107000351E0,9.802112156E0
7.040844798E0,-7.939500213E-1,6.877050400E0,6.718950272E0,9.647200194E0
7.043374952E0,-9.570000172E-1,6.838050365E0,6.508950233E0,9.489004952E0
7.045907644E0,-7.650000453E-1,6.667950153E0,6.580050468E0,9.399140838E0
7.048435031E0,-6.480000019E-1,6.691950321E0,6.733950138E0,9.515681140E0
7.050965188E0,-8.629500270E-1,6.739950180E0,6.681000233E0,9.529290387E0
7.053495342E0,-1.129050016E0,6.607950211E0,6.693000317E0,9.472909435E0
7.056028188E0,-1.057050109E0,6.424050331E0,6.952050209E0,9.524535668E0
7.058555575E0,-7.560000420E-1,6.265950203E0,7.227000237E0,9.594957031E0
7.061085726E0,-6.100500226E-1,6.601050377E0,7.213050365E0,9.796638336E0
7.063615880E0,-5.620500445E-1,7.255050182E0,6.955950260E0,1.006662294E1
7.066148573E0,-6.379500031E-1,7.545000553E0,6.609000206E0,1.005051726E1
7.068675959E0,-7.870500088E-1,7.410000324E0,6.259950161E0,9.732138950E0
7.071206111E0,-6.649500132E-1,7.378950119E0,6.133050442E0,9.617971257E0
7.073736265E0,-3.820500076E-1,7.675950527E0,6.232950211E0,9.895243657E0
7.076269111E0,-3.679500222E-1,7.675950527E0,6.363000393E0,9.977142763E0
7.078796498E0,-6.600000262E-1,7.048950195E0,6.478050232E0,9.596271865E0
7.081326644E0,-8.989500403E-1,6.501000404E0,6.688050270E0,9.370225923E0
7.083856798E0,-8.400000334E-1,6.606000423E0,6.985050201E0,9.650687435E0
7.086389491E0,-7.369500399E-1,7.030050278E0,7.119000435E0,1.003219166E1
7.088917108E0,-8.419500589E-1,7.387050152E0,7.059000492E0,1.025216454E1
7.091447039E0,-9.640500546E-1,7.590000153E0,6.976050377E0,1.035387723E1
7.093977193E0,-9.070500135E-1,7.630950451E0,6.904050350E0,1.033053995E1
7.096510039E0,-8.419500589E-1,7.683000565E0,6.658950329E0,1.020191144E1
7.099037426E0,-8.280000687E-1,7.588050365E0,6.232950211E0,9.854631439E0
7.101567583E0,-8.040000200E-1,7.315050125E0,5.754000187E0,9.341567990E0
7.104097736E0,-8.710500598E-1,7.012950420E0,5.488950253E0,8.948115817E0
7.106630429E0,-8.370000124E-1,6.877050400E0,5.629950047E0,8.926966380E0
7.109158046E0,-6.100500226E-1,6.964950562E0,6.039000511E0,9.238626766E0
7.111687952E0,-4.660500288E-1,7.276050568E0,6.355050087E0,9.671854843E0
7.114218106E0,-4.489500225E-1,7.717050552E0,6.609000206E0,1.017021677E1
7.116750952E0,-5.590500236E-1,7.968000412E0,6.858000278E0,1.052776022E1
7.119278416E0,-7.320000529E-1,7.972950459E0,7.047000408E0,1.066601978E1
7.121808587E0,-8.010000587E-1,7.839000225E0,7.167000294E0,1.065163926E1
7.124338664E0,-8.850000501E-1,7.521000385E0,7.066950321E0,1.035811077E1
7.126871587E0,-1.162950039E0,7.069950104E0,6.682950497E0,9.797881128E0
7.129398973E0,-1.369050026E0,6.594000340E0,6.375000477E0,9.273390401E0
7.131929121E0,-1.174950004E0,6.268050194E0,6.387000084E0,9.025670657E0
7.134459044E0,-5.449500084E-1,6.357000351E0,6.721950531E0,9.267849962E0
7.136991967E0,-1.800000109E-2,6.934050560E0,6.979950428E0,9.838754451E0
7.139519354E0,-1.810500026E-1,7.606950283E0,6.838950157E0,1.023082162E1
7.142049520E0,-6.120000482E-1,8.056950569E0,6.469950199E0,1.035129229E1
7.144579597E0,-7.050000429E-1,7.995000362E0,6.396000385E0,1.026283961E1
7.147112520E0,-5.809500217E-1,7.801050186E0,6.585000515E0,1.022526864E1
7.149639906E0,-5.569500327E-1,7.414950371E0,6.874950409E0,1.012702451E1
7.152170067E0,-8.010000587E-1,6.892950535E0,6.925050259E0,9.803605931E0
7.154700221E0,-1.170000076E0,6.745050430E0,6.750000477E0,9.613902013E0
7.157232913E0,-1.002000093E0,7.060950279E0,6.777000427E0,9.838127760E0
7.159760300E0,-5.590500236E-1,7.669050217E0,6.778950214E0,1.025090407E1
7.162290452E0,-4.060500264E-1,8.113950729E0,6.523050308E0,1.041879352E1
7.164820606E0,-5.790000558E-1,8.374950409E0,6.157050133E0,1.041077815E1
7.167353452E0,-8.920500278E-1,8.598000526E0,5.833050251E0,1.042812742E1
7.169880839E0,-9.499500394E-1,8.413949966E0,5.947950363E0,1.034770857E1
7.172410990E0,-5.070000291E-1,7.707000256E0,6.537000179E0,1.011865966E1
7.174941144E0,-2.190000117E-1,6.859950542E0,7.038000107E0,9.830581262E0
7.177473837E0,-2.820000052E-1,6.465000153E0,7.153050423E0,9.645821962E0
7.180001223E0,-6.289500594E-1,6.622950077E0,6.958950520E0,9.627358840E0
7.182531356E0,-8.320500255E-1,7.080000401E0,6.676050186E0,9.766696422E0
7.185061510E0,-5.550000072E-1,7.450950146E0,6.670950413E0,1.001629984E1
7.187594356E0,-3.100500107E-1,7.705050468E0,6.624000549E0,1.016569314E1
7.190121820E0,-5.209500194E-1,7.771950245E0,6.190050125E0,9.949438179E0
7.192651886E0,-1.129050016E0,7.717050552E0,5.653950214E0,9.633004526E0
7.195182039E0,-1.234950066E0,7.534950256E0,5.857050419E0,9.623181212E0
7.197714732E0,-6.529500484E-1,7.330950260E0,6.793950558E0,1.001633364E1
7.200242118E0,-2.220000178E-1,7.084950447E0,7.720050335E0,1.048069578E1
7.202772279E0,-4.210500121E-1,6.922050476E0,7.938000202E0,1.054058410E1
7.205302433E0,-9.589500427E-1,7.012950420E0,7.474050522E0,1.029380833E1
7.207835279E0,-1.242000103E0,7.243050575E0,6.846000195E0,1.004350858E1
7.210362743E0,-9.640500546E-1,7.185000420E0,6.643050194E0,9.832788995E0
7.212892809E0,-7.870500088E-1,6.936000347E0,6.535050392E0,9.562135335E0
7.215422962E0,-8.970000148E-1,7.116000175E0,6.379050255E0,9.598663953E0
7.217955655E0,-9.400500655E-1,7.408050537E0,6.247950077E0,9.736518220E0
7.220483041E0,-8.200500607E-1,7.248000145E0,6.264000416E0,9.614764137E0
7.223013178E0,-5.329500437E-1,7.024950504E0,6.607050419E0,9.658523726E0
7.225543332E0,-3.030000031E-1,7.080000401E0,7.177050114E0,1.008604298E1
7.228076178E0,-2.980500162E-1,7.111050129E0,7.615050316E0,1.042328447E1
7.230603642E0,-5.329500437E-1,6.958050251E0,7.693950176E0,1.038726953E1
7.233133788E0,-7.840500474E-1,6.687000275E0,7.435050488E0,1.003048767E1
7.235663865E0,-9.979500771E-1,6.654000282E0,6.954000473E0,9.676246519E0
7.238196788E0,-1.024049997E0,6.711000443E0,6.564000130E0,9.443108759E0
7.240723944E0,-9.619500637E-1,6.762000084E0,6.489000320E0,9.421099629E0
7.243254317E0,-7.870500088E-1,7.144950390E0,6.523050308E0,9.706696097E0
7.245784240E0,-5.070000291E-1,7.731000423E0,6.688050270E0,1.023501016E1
7.248317163E0,-4.560000300E-1,8.032950401E0,6.738000393E0,1.049461183E1
7.250844550E0,-5.790000558E-1,7.954050541E0,6.645000458E0,1.038066434E1
7.253374683E0,-4.830000103E-1,7.429950237E0,6.802950382E0,1.008551354E1
7.255904760E0,-3.510000110E-1,6.595950127E0,7.033050537E0,9.648500347E0
7.258437683E0,-6.220500469E-1,6.156000137E0,6.919950485E0,9.282725821E0
7.260965069E0,-1.024049997E0,6.349950314E0,6.717000484E0,9.299927037E0
7.263495212E0,-1.093050003E0,6.580050468E0,6.729000092E0,9.474769903E0
7.266025366E0,-7.609500289E-1,6.643950462E0,6.919950485E0,9.623244640E0
7.268558058E0,-5.310000181E-1,6.970050335E0,7.003950119E0,9.895396908E0
7.271085445E0,-5.329500437E-1,7.615950584E0,6.781950474E0,1.021183584E1
7.273615587E0,-6.460500360E-1,7.839000225E0,6.532950401E0,1.022481032E1
7.276145741E0,-6.430500150E-1,7.510950565E0,6.451050282E0,9.921892030E0
7.278678587E0,-4.519500136E-1,7.116000175E0,6.786000252E0,9.843348857E0
7.281205974E0,-3.529500067E-1,6.682950497E0,7.134000301E0,9.781633879E0
7.283736116E0,-4.660500288E-1,6.213000298E0,7.306050301E0,9.601924095E0
7.286266270E0,-7.170000076E-1,5.947950363E0,7.191000462E0,9.359630878E0
7.288798963E0,-8.400000334E-1,6.163050175E0,7.051950455E0,9.403126753E0
7.291326349E0,-6.840000153E-1,6.747000217E0,7.074000359E0,9.799558614E0
7.293856491E0,-5.760000348E-1,7.132950306E0,7.156950474E0,1.012090392E1
7.296386645E0,-5.350500345E-1,7.245000362E0,7.180950165E0,1.021481052E1
7.298919491E0,-5.260500312E-1,7.255050182E0,7.011000156E0,1.010280184E1
7.301446878E0,-6.240000129E-1,7.144950390E0,6.697950363E0,9.813370020E0
7.303977039E0,-7.129500508E-1,6.967950344E0,6.406050205E0,9.492002371E0
7.306507192E0,-7.009500265E-1,6.750000477E0,6.403050423E0,9.330213936E0
7.309039885E0,-4.800000191E-1,6.493050098E0,6.892050266E0,9.481057772E0
7.311567502E0,-3.130500019E-1,6.379050255E0,7.471050262E0,9.828879615E0
7.314097414E0,-3.990000188E-1,6.373950481E0,7.636050224E0,9.954682757E0
7.316627568E0,-4.710000157E-1,6.715950489E0,7.399050236E0,1.000358818E1
7.319160414E0,-4.800000191E-1,7.240050316E0,7.083000183E0,1.013990238E1
7.321687878E0,-5.640000105E-1,7.236000538E0,6.822000504E0,9.960797692E0
7.324217958E0,-8.520000577E-1,6.996000290E0,6.553950310E0,9.624146134E0
7.326748112E0,-1.090950012E0,7.150050163E0,6.355050087E0,9.628086564E0
7.329280804E0,-9.190500379E-1,7.329000473E0,6.568050385E0,9.884239311E0
7.331808421E0,-6.049500108E-1,7.161000252E0,6.898950100E0,9.961997872E0
7.334338337E0,-4.920000136E-1,7.032000542E0,7.117050171E0,1.001716021E1
7.336868491E0,-4.729500115E-1,7.039050102E0,7.260000229E0,1.012321645E1
7.339401337E0,-4.680000246E-1,6.915000439E0,7.303950310E0,1.006895949E1
7.341928724E0,-5.209500194E-1,6.900000095E0,7.228950500E0,1.000695336E1
7.344458905E0,-7.170000076E-1,6.855000496E0,6.822000504E0,9.697670425E0
7.346989059E0,-9.090000391E-1,6.766050339E0,6.436950207E0,9.382965748E0
7.349521982E0,-7.510500550E-1,6.868950367E0,6.487050533E0,9.477783494E0
7.352049368E0,-4.900500178E-1,7.114050388E0,6.822000504E0,9.868614534E0
7.354579520E0,-4.759500325E-1,7.114050388E0,7.083000183E0,1.005013099E1
7.357109443E0,-4.900500178E-1,7.165950298E0,7.246050358E0,1.020275642E1
7.359642366E0,-4.129500091E-1,7.506000519E0,7.332000256E0,1.050089516E1
7.362169753E0,-4.350000322E-1,7.504050255E0,7.248000145E0,1.044191081E1
7.364699895E0,-5.740500093E-1,6.931950092E0,7.035000324E0,9.893062977E0
7.367229972E0,-7.219500542E-1,6.489000320E0,6.861000538E0,9.471096316E0
7.369762895E0,-8.440500498E-1,6.622950077E0,6.589950085E0,9.381009025E0
7.372290281E0,-9.640500546E-1,6.915000439E0,6.457950115E0,9.510612139E0
7.374820433E0,-9.499500394E-1,7.018050194E0,6.559050083E0,9.652801230E0
7.377350356E0,-7.699500322E-1,7.090050220E0,6.849000454E0,9.887893729E0
7.379883280E0,-5.190000534E-1,7.267050266E0,7.146000385E0,1.020513117E1
7.382410666E0,-4.540500343E-1,7.389000416E0,7.146000385E0,1.028925702E1
7.384940842E0,-6.580500603E-1,7.353000164E0,6.774000168E0,1.001931732E1
7.387470996E0,-8.899500370E-1,7.141950130E0,6.511050224E0,9.705320075E0
7.390003842E0,-9.979500771E-1,7.036950111E0,6.406050205E0,9.568283569E0
7.392531229E0,-9.690000415E-1,6.967950344E0,6.403050423E0,9.512641473E0
7.395061369E0,-9.780000448E-1,6.711000443E0,6.552000523E0,9.429884510E0
7.397591523E0,-1.069050074E0,6.721050262E0,6.600000381E0,9.480263168E0
7.400124216E0,-9.979500771E-1,7.008000374E0,6.774000168E0,9.797706460E0
7.402651602E0,-7.960500121E-1,7.068000317E0,7.168950558E0,1.009872151E1
7.405181754E0,-6.499500275E-1,7.012950420E0,7.416000366E0,1.022746157E1
7.407711908E0,-6.670500040E-1,7.225950241E0,7.399050236E0,1.036365076E1
7.410244754E0,-8.419500589E-1,7.698000431E0,7.110000134E0,1.051285843E1
7.412772141E0,-1.065000057E0,7.731000423E0,6.762000084E0,1.032604657E1
7.415302308E0,-1.168050051E0,7.080000401E0,6.655050278E0,9.786748224E0
7.417832461E0,-1.081050038E0,6.604050159E0,6.658950329E0,9.440538500E0
7.420365154E0,-9.139500260E-1,6.625050545E0,6.721950531E0,9.482152620E0
7.422892771E0,-9.109500647E-1,6.574950218E0,6.676050186E0,9.414321350E0
7.425422701E0,-9.070500135E-1,6.288000107E0,6.637950420E0,9.188257226E0
7.427952855E0,-6.100500226E-1,6.196950436E0,6.940050125E0,9.324089847E0
7.430485701E0,-2.389500141E-1,6.484050274E0,7.287000179E0,9.757068037E0
7.433013165E0,-1.999500096E-1,7.054050446E0,7.294050217E0,1.014902834E1
7.435543250E0,-4.950000346E-1,7.557000160E0,6.949050426E0,1.027825755E1
7.438073404E0,-8.299500346E-1,7.579950333E0,6.682950497E0,1.013934374E1
7.440606096E0,-1.006950021E0,7.345950127E0,6.625950336E0,9.943849831E0
7.443133713E0,-9.949500561E-1,7.180950165E0,6.741000175E0,9.899346153E0
7.445663643E0,-9.330000281E-1,7.087050438E0,6.786000252E0,9.856296078E0
7.448193797E0,-9.949500561E-1,6.972000122E0,6.645000458E0,9.682703259E0
7.450726643E0,-1.069050074E0,7.015050411E0,6.445950508E0,9.586661478E0
7.453254107E0,-7.960500121E-1,7.012950420E0,6.468000412E0,9.573411020E0
7.455784259E0,-4.399500191E-1,6.889050484E0,6.657000542E0,9.590006715E0
7.458314336E0,-1.690500081E-1,6.856950283E0,6.817050457E0,9.670497506E0
7.460847028E0,-1.999500096E-1,7.269000530E0,6.750000477E0,9.921736499E0
7.463374645E0,-5.500500202E-1,7.738050461E0,6.597000122E0,1.018333887E1
7.465904778E0,-7.650000453E-1,7.690950394E0,6.724050522E0,1.024445208E1
7.468434932E0,-8.160000443E-1,7.296000481E0,6.925050259E0,1.009226437E1
7.470967624E0,-8.989500403E-1,6.988950253E0,6.954000473E0,9.900083807E0
7.473495011E0,-1.017000079E0,6.733050346E0,6.858000278E0,9.664389476E0
7.476025149E0,-1.012050033E0,6.391050339E0,6.778950214E0,9.371442563E0
7.478555226E0,-9.379500151E-1,6.169950485E0,6.718950272E0,9.170187129E0
7.481088149E0,-4.230000079E-1,6.085950375E0,6.825000286E0,9.154143864E0
7.483615536E0,1.080000028E-1,6.477000237E0,6.870000362E0,9.442462658E0
7.486145682E0,-3.705000132E-2,7.288050175E0,6.334050179E0,9.655943233E0
7.488675605E0,-7.510500550E-1,7.687950134E0,5.680050373E0,9.588098127E0
7.491208529E0,-1.141050100E0,7.542000294E0,5.659050465E0,9.497821641E0
7.493735915E0,-8.989500403E-1,7.470000267E0,6.370050430E0,9.858324282E0
7.496266057E0,-5.020500422E-1,7.522950172E0,7.240950108E0,1.045362100E1
7.498796211E0,-6.360000372E-1,7.195050240E0,7.773000240E0,1.061097435E1
7.501329057E0,-1.062000036E0,6.618000507E0,7.846950531E0,1.031990346E1
7.503856444E0,-1.156050086E0,6.127050400E0,7.684050560E0,9.895546039E0
7.506386581E0,-7.099500299E-1,5.791950226E0,7.444950581E0,9.459281453E0
7.508916735E0,-3.630000055E-1,6.175050259E0,7.006950378E0,9.346676859E0
7.511449428E0,-3.799500167E-1,7.120950222E0,6.406050205E0,9.585915361E0
7.513976814E0,-6.739500165E-1,7.705050468E0,6.027000427E0,9.805444686E0
7.516506966E0,-6.379500031E-1,7.639950275E0,6.229050159E0,9.878101351E0
7.519037120E0,-4.369500279E-1,7.516050339E0,6.754950523E0,1.011490458E1
7.521569966E0,-3.679500222E-1,7.618950367E0,7.099950314E0,1.042080066E1
7.524097353E0,-5.380499959E-1,7.461000443E0,7.191000462E0,1.037624754E1
7.526627529E0,-7.870500088E-1,6.811950207E0,7.126050472E0,9.889525199E0
7.529157682E0,-9.280500412E-1,6.268050194E0,6.958950520E0,9.411520730E0
7.531690606E0,-8.160000443E-1,6.204000473E0,6.774000168E0,9.221852103E0
7.534217761E0,-5.760000348E-1,6.526950359E0,6.544950485E0,9.261168063E0
7.536747908E0,-3.850500286E-1,7.168950558E0,6.280950069E0,9.538996247E0
7.539278062E0,-3.970500231E-1,7.843950272E0,6.199950218E0,1.000622743E1
7.541810908E0,-6.190500259E-1,7.963950157E0,6.280950069E0,1.016159726E1
7.544338372E0,-8.250000477E-1,7.729050159E0,6.475050449E0,1.011657648E1
7.546868423E0,-9.139500260E-1,7.687950134E0,6.613950253E0,1.018254486E1
7.549398577E0,-8.710500598E-1,7.468050480E0,6.741000175E0,1.009809831E1
7.551931500E0,-1.018950105E0,6.642000198E0,6.894000530E0,9.627131933E0
7.554458886E0,-1.242000103E0,5.998050213E0,6.987000465E0,9.291789177E0
7.556988822E0,-9.979500771E-1,6.061950207E0,7.162050247E0,9.436000658E0
7.559518976E0,-3.889500201E-1,6.721050262E0,7.300950527E0,9.931146829E0
7.562051822E0,-1.159500033E-1,7.408050537E0,7.023000240E0,1.020858411E1
7.564579286E0,-4.300500154E-1,7.783950329E0,6.421950340E0,1.010031049E1
7.567109371E0,-8.160000443E-1,7.597050190E0,6.022950172E0,9.729180666E0
7.569639525E0,-8.869500160E-1,7.360050201E0,6.019950390E0,9.549702718E0
7.572172448E0,-7.990500331E-1,7.449000359E0,6.363000393E0,9.829235031E0
7.574699834E0,-8.179500103E-1,7.150050163E0,6.976050377E0,1.002285081E1
7.577229976E0,-9.379500151E-1,6.406950474E0,7.639050484E0,1.001418279E1
7.579759899E0,-8.280000687E-1,6.118050098E0,8.182050705E0,1.024997926E1
7.582292822E0,-4.920000136E-1,6.514950275E0,8.488950729E0,1.071209249E1
7.584820209E0,-3.420000076E-1,7.213950157E0,8.142000198E0,1.088348327E1
7.587350284E0,-5.380499959E-1,7.654950142E0,7.252950191E0,1.055902675E1
7.589880515E0,-8.590500355E-1,7.840950489E0,6.439050198E0,1.018232974E1
7.592413361E0,-9.259500504E-1,7.887000561E0,6.139950275E0,1.003798539E1
7.594940748E0,-8.179500103E-1,7.801050186E0,6.259950161E0,1.003555690E1
7.597470889E0,-7.150500417E-1,7.614000320E0,6.516000271E0,1.004701732E1
7.600001043E0,-7.489500642E-1,7.381950378E0,6.774000168E0,1.004694958E1
7.602533736E0,-7.489500642E-1,7.104000568E0,7.059000492E0,1.004277045E1
7.605061122E0,-6.670500040E-1,6.798000336E0,7.323000431E0,1.001419490E1
7.607591260E0,-4.639500082E-1,6.900000095E0,7.584000587E0,1.026364048E1
7.610121414E0,-2.310000062E-1,7.384050369E0,7.629000187E0,1.061975540E1
7.612654260E0,-2.670000196E-1,7.753050327E0,7.284000397E0,1.064132229E1
7.615181647E0,-6.259500384E-1,7.803000450E0,6.676050186E0,1.028825911E1
7.617711799E0,-8.970000148E-1,7.663950443E0,6.085050106E0,9.826931373E0
7.620241952E0,-7.720500231E-1,7.630950451E0,5.908050060E0,9.681555739E0
7.622774645E0,-5.790000558E-1,7.669050217E0,6.094050407E0,9.812595103E0
7.625302031E0,-7.459500432E-1,7.615950584E0,6.331050396E0,9.931834870E0
7.627832193E0,-9.499500394E-1,7.369950294E0,6.688050270E0,9.997429111E0
7.630362347E0,-8.470500112E-1,7.173000336E0,7.026000500E0,1.007641358E1
7.632895193E0,-4.009500146E-1,7.144950390E0,7.240950108E0,1.018049289E1
7.635422580E0,-9.300000221E-2,7.269000530E0,7.111950397E0,1.016989952E1
7.637952746E0,-2.359500080E-1,7.528050423E0,6.724050522E0,1.009653757E1
7.640482900E0,-6.259500384E-1,7.741050243E0,6.403050423E0,1.006552170E1
7.643015592E0,-9.019500613E-1,7.545000553E0,6.304950237E0,9.873851566E0
7.645542978E0,-7.720500231E-1,7.336050510E0,6.439050198E0,9.791581373E0
7.648073130E0,-6.120000482E-1,7.291050434E0,6.511050224E0,9.794270545E0
7.650603284E0,-8.730000257E-1,7.012950420E0,6.456000328E0,9.572018746E0
7.653136207E0,-1.054949999E0,6.592050076E0,6.649950504E0,9.422838501E0
7.655663594E0,-7.680000067E-1,6.466950417E0,7.107000351E0,9.639539703E0
7.658193746E0,-1.999500096E-1,6.814050198E0,7.543050289E0,1.016704813E1
7.660723823E0,1.170000061E-1,7.603950500E0,7.557000160E0,1.072110086E1
7.663256515E0,-1.999500096E-1,8.006999969E0,6.961050510E0,1.061170357E1
7.665784132E0,-7.819500566E-1,7.767000198E0,6.178050518E0,9.955201966E0
7.668314270E0,-9.589500427E-1,7.578000546E0,5.776050091E0,9.576451958E0
7.670844193E0,-7.990500331E-1,7.698000431E0,5.806950092E0,9.675658167E0
7.673377116E0,-8.539500237E-1,7.552050591E0,5.946000099E0,9.649746937E0
7.675904503E0,-1.194000006E0,7.048950195E0,6.115950108E0,9.408410099E0
7.678434654E0,-1.165050030E0,6.783000469E0,6.535050392E0,9.490696527E0
7.680964731E0,-5.500500202E-1,6.877050400E0,7.222050190E0,9.987711759E0
7.683497654E0,2.595000155E-2,7.321950436E0,7.584000587E0,1.054175965E1
7.686025040E0,-5.895000324E-2,7.894050598E0,7.335000515E0,1.077597989E1
7.688555178E0,-4.560000300E-1,8.062050819E0,6.703050137E0,1.049454528E1
